Book_ID,Title,Authors,Total_Pages,No. of Reviews,Average_Rating,No. of Ratings,ISBN,ISBN13,Language,Genres
114132,Midnight Bayou,Nora Roberts,338,1088,3.99,32394,515142867,9.78052E+12,English,"['Romance', 'Fiction', 'Mystery', 'Fantasy', 'Paranormal', 'Romance', 'Contemporary Romance', 'Romance', 'Romantic Suspense', 'Contemporary', 'Suspense', 'Romance', 'Paranormal Romance', 'Paranormal', 'Ghosts']"
16319,The Body in the Library,Agatha Christie,191,4717,3.85,80621,157912626X,9.78158E+12,English,"['Mystery', 'Fiction', 'Mystery', 'Crime', 'Classics', 'Thriller', 'Mystery Thriller', 'Mystery', 'Detective', 'Audiobook', 'European Literature', 'British Literature', 'Thriller', 'Mystery', 'Murder Mystery']"
222078,The Story of Art,E.H. Gombrich,688,1111,3.95,357375,071483355X,9.78071E+12,English,"['Art', 'Nonfiction', 'History', 'Art', 'Art History', 'Reference', 'Design', 'Architecture', 'Classics', 'Art', 'Art Design', 'Cultural']"
210825,The Reivers,William Faulkner,305,465,3.79,6940,679741925,9.78068E+12,English,"['Fiction', 'Classics', 'Literature', 'Historical', 'Historical Fiction', 'Humor', 'Novels', 'Literature', 'American', 'American', 'Southern', 'Literary Fiction', 'Nobel Prize']"
1189878,My Most Excellent Year,Steve Kluger,403,1120,4.04,7583,803732279,9.7808E+12,English,"['Young Adult', 'Fiction', 'Romance', 'LGBT', 'Contemporary', 'Realistic Fiction', 'Humor', 'Young Adult', 'Teen', 'Young Adult', 'Coming Of Age', 'LGBT', 'Queer']"
2712967,The Darkest Pleasure,Gena Showalter,368,1369,4.26,46874,373773102,9.78037E+12,English,"['Romance', 'Paranormal Romance', 'Fantasy', 'Paranormal', 'Romance', 'Paranormal', 'Demons', 'Fantasy', 'Fantasy', 'Mythology', 'Adult', 'Fantasy', 'Urban Fantasy', 'Fantasy', 'Supernatural', 'Fiction']"
7827221,Desires of the Dead,Kimberly Derting,355,1631,4.06,23032,61779849,9.78006E+12,English,"['Young Adult', 'Fantasy', 'Paranormal', 'Mystery', 'Romance', 'Fantasy', 'Fantasy', 'Supernatural', 'Fiction', 'Romance', 'Paranormal Romance', 'Paranormal', 'Ghosts', 'Thriller']"
2544359,The Dragonfly Pool,Eva Ibbotson,416,484,4.04,4704,230704581,9.78023E+12,English,"['Historical', 'Historical Fiction', 'Young Adult', 'Childrens', 'Fiction', 'Historical', 'Fantasy', 'Childrens', 'Middle Grade', 'Adventure', 'War', 'School Stories', 'Boarding School']"
65684,Monster,Frank E. Peretti,452,883,3.81,22515,1595541217,9.7816E+12,English,"['Fiction', 'Christian Fiction', 'Christian', 'Horror', 'Thriller', 'Mystery', 'Fantasy', 'Suspense', 'Science Fiction', 'Adult']"
19707,Red Rabbit,Tom Clancy,640,820,3.71,29532,399148701,9.7804E+12,English,"['Fiction', 'Thriller', 'Spy Thriller', 'Espionage', 'Action', 'Mystery', 'Adventure', 'War', 'Military Fiction', 'Suspense', 'Thriller', 'Spy Thriller', 'Thriller', 'Mystery Thriller']"
6393047,The Viper's Nest,Peter Lerangis,190,666,3.98,44043,545060478,9.78055E+12,English,"['Mystery', 'Adventure', 'Childrens', 'Middle Grade', 'Fiction', 'Young Adult', 'Childrens', 'Fantasy', 'Childrens', 'Juvenile', 'Audiobook', 'Action']"
10414941,Catherine the Great,Robert K. Massie,625,4225,3.92,101694,679456724,9.78068E+12,English,"['History', 'Biography', 'Nonfiction', 'Cultural', 'Russia', 'Historical', 'Biography Memoir', 'History', 'Russian History', 'Audiobook', 'History', 'European History', 'Literature', '18th Century']"
6457081,Remarkable Creatures,Tracy Chevalier,352,5024,3.86,47233,7178379,9.78001E+12,English,"['Historical', 'Historical Fiction', 'Fiction', 'Historical', 'European Literature', 'British Literature', 'Literature', '19th Century', 'Audiobook', 'Adult Fiction', 'Adult', 'Womens', 'Book Club']"
6691,My Uncle Oswald,Roald Dahl,208,970,3.86,11232,140055770,9.78014E+12,English,"['Fiction', 'Humor', 'Short Stories', 'Humor', 'Comedy', 'Classics', 'Novels', 'Adult Fiction', 'Erotica', 'Literature', 'European Literature', 'British Literature', 'Adult']"
4212386,Maryamah Karpov,Andrea Hirata,504,688,3.67,9622,,9.78979E+12,Indonesian,"['Novels', 'Fiction', 'Asian Literature', 'Indonesian Literature', 'Romance', 'Adventure', 'Drama', 'Young Adult', 'Anthologies', 'Collections', 'Literature', 'Inspirational']"
311864,Heroes Die,Matthew Woodring Stover,545,685,4.09,11492,345421450,9.78035E+12,English,"['Fantasy', 'Science Fiction', 'Fiction', 'Fantasy', 'Dark Fantasy', 'Fantasy', 'Epic Fantasy', 'Adventure', 'Science Fiction Fantasy', 'Science Fiction', 'Dystopia', 'Fantasy', 'High Fantasy', 'Dark']"
13419891,The Assassin and the Desert,Sarah J. Maas,103,1643,4.39,35215,,B007O61DVI,English,"['Fantasy', 'Young Adult', 'Novella', 'Short Stories', 'Fiction', 'Fantasy', 'High Fantasy', 'Romance', 'New Adult', 'Young Adult', 'Young Adult Fantasy', 'Adventure']"
6609581,The Gladiator,Carla Capshaw,288,101,4.14,738,373828241,9.78037E+12,English,"['Romance', 'Historical', 'Historical Fiction', 'Historical', 'Christian Fiction', 'Romance', 'Historical Romance', 'Christian', 'Category Romance', 'Love Inspired', 'Love Inspired', 'Love Inspired Historical', 'Romance', 'Christian Romance', 'Fiction']"
372319,Jo's Boys,Louisa May Alcott,336,998,3.83,33436,1406501077,9.78141E+12,English,"['Classics', 'Fiction', 'Young Adult', 'Historical', 'Historical Fiction', 'Childrens', 'Historical', 'Literature', 'Romance', 'Classics', 'Classic Literature', 'Literature', '19th Century']"
31795,The Story of Philosophy,Will Durant,704,1056,4.14,15009,671739166,9.78067E+12,English,"['Philosophy', 'Nonfiction', 'History', 'Biography', 'Classics', 'Audiobook', 'Psychology', 'Unfinished', 'Science', 'Reference']"
10286585,Evolution of Insanity,Haresh Daswani,159,27,4.27,74,,9.78146E+12,English,"['Psychology', 'Short Stories', 'Fiction']"
31304,Nemesis,Agatha Christie,213,1732,3.86,32484,451200187,9.78045E+12,English,"['Mystery', 'Fiction', 'Mystery', 'Crime', 'Classics', 'Mystery', 'Detective', 'Thriller', 'Mystery Thriller', 'European Literature', 'British Literature', 'Audiobook', 'Mystery', 'Murder Mystery', 'Thriller']"
23506296,Why Not-World,Alexei Maxim Russell,358,10,4.13,55,,,English,"['Fantasy', 'Fiction', 'Young Adult', 'Science Fiction', 'Dystopia', 'Science Fiction Fantasy']"
199687,Second Helpings,Megan McCafferty,357,900,4.07,25905,609807919,9.78061E+12,English,"['Young Adult', 'Womens Fiction', 'Chick Lit', 'Fiction', 'Romance', 'Contemporary', 'Realistic Fiction', 'Young Adult', 'Teen', 'Humor', 'Young Adult', 'High School', 'Young Adult', 'Young Adult Contemporary']"
22054340,The Queen,Kiera Cass,72,2737,3.87,41491,62351206,9.78006E+12,English,"['Young Adult', 'Romance', 'Science Fiction', 'Dystopia', 'Fantasy', 'Novella', 'Fiction', 'Short Stories', 'Audiobook', 'Science Fiction', 'Womens Fiction', 'Chick Lit']"
26074156,Hunger,Roxane Gay,306,10642,4.18,93303,62362593,9.78006E+12,English,"['Nonfiction', 'Autobiography', 'Memoir', 'Feminism', 'Audiobook', 'Biography', 'Biography Memoir', 'Writing', 'Essays', 'Health', 'Mental Health', 'Biography', 'Autobiography', 'Adult']"
43319615,Words on Fire,Jennifer A. Nielsen,336,933,4.24,5979,133827547X,9.78134E+12,English,"['Historical', 'Historical Fiction', 'Childrens', 'Middle Grade', 'Young Adult', 'Historical', 'Fiction', 'Adventure', 'Audiobook', 'Childrens', 'Writing', 'Books About Books', 'Childrens', 'Juvenile']"
56493603,Alphabet Amigos,Angel M. Alvarez,,2,4.86,29,,B08PCD37PV,Multiple languages,[]
72995,My Life and Hard Times,James Thurber,106,303,4.11,3368,60933089,9.78006E+12,English,"['Humor', 'Nonfiction', 'Autobiography', 'Memoir', 'Biography', 'Classics', 'Short Stories', 'Humor', 'Comedy', 'Writing', 'Essays', 'Biography', 'Autobiography', 'Biography Memoir']"
6889348,The Puzzle Ring,Kate Forsyth,443,76,4.09,915,1407102842,9.78141E+12,English,"['Fantasy', 'Science Fiction', 'Time Travel', 'Young Adult', 'Historical', 'Historical Fiction', 'Childrens', 'Middle Grade', 'Fiction', 'Fantasy', 'Magic', 'Adventure', 'Historical', 'Mystery']"
3977,Endymion,Dan Simmons,563,1625,4.18,52017,553572946,9.78055E+12,English,"['Science Fiction', 'Fiction', 'Fantasy', 'Space', 'Space Opera', 'Science Fiction Fantasy', 'Audiobook', 'Science Fiction', 'Time Travel', 'Space', 'Adventure', 'Speculative Fiction']"
4835838,11 Birthdays,Wendy Mass,272,2555,4.17,30503,545052394,9.78055E+12,English,"['Fantasy', 'Childrens', 'Middle Grade', 'Realistic Fiction', 'Fiction', 'Childrens', 'Young Adult', 'Contemporary', 'Childrens', 'Juvenile', 'Audiobook', 'Magical Realism']"
2473454,Submarine,Joe Dunthorne,320,764,3.75,9913,1400066832,9.7814E+12,English,"['Fiction', 'Young Adult', 'Contemporary', 'Young Adult', 'Coming Of Age', 'Romance', 'European Literature', 'British Literature', 'Realistic Fiction', 'Humor', 'Novels', 'Young Adult', 'Teen']"
7507825,At Home,Bill Bryson,497,6734,3.97,87593,767919386,9.78077E+12,English,"['Nonfiction', 'History', 'Audiobook', 'Humor', 'Science', 'Historical', 'Architecture', 'Sociology', 'European Literature', 'British Literature', 'Cultural']"
20761374,Reasonable Doubt,Whitney G.,78,3581,4.06,40967,,2.94015E+12,English,"['Romance', 'Contemporary', 'Adult Fiction', 'Erotica', 'Romance', 'Contemporary Romance', 'New Adult', 'Adult', 'Novella', 'Romance', 'Erotic Romance', 'Short Stories', 'Academic', 'College']"
24381738,Abuse,Nikki Sex,310,219,4.07,1032,,B00RBU7PVE,English,"['Dark', 'Romance', 'Sociology', 'Abuse', 'Adult Fiction', 'Erotica', 'War', 'Military Fiction', 'Contemporary', 'Erotica', 'BDSM', 'Suspense', 'Adult', 'Romance', 'Contemporary Romance']"
590327,The Shamer's Daughter,Lene Kaaberbøl,240,474,3.91,8885,805081119,9.78081E+12,English,"['Fantasy', 'Young Adult', 'Fiction', 'European Literature', 'Danish', 'Fantasy', 'Dragons', 'Childrens', 'Childrens', 'Middle Grade', 'Adventure', 'Fantasy', 'Magic', 'Fantasy', 'High Fantasy']"
23255198,One Night with the Prince,T.M. Mendes,335,117,3.97,1414,,B00NQN8JUG,English,"['Romance', 'Contemporary', 'Young Adult', 'Love', 'Young Adult', 'High School', 'Humor', 'Romance', 'Contemporary Romance', 'Fantasy', 'Humor', 'Comedy', 'Young Adult', 'Young Adult Romance']"
56825276,A Taste of Peace,J.J. Sorel,,48,4.33,326,,,English,"['Novels', 'Contemporary', 'Drama', 'Fiction', 'Business', 'Amazon']"
5488,Palace Walk / Palace of Desire / Sugar Street,Naguib Mahfouz,1313,352,4.46,4368,,9.78038E+12,English,"['Fiction', 'Historical', 'Historical Fiction', 'Northern Africa', 'Egypt', 'Classics', 'Cultural', 'Africa', 'Literature', 'Novels', 'Nobel Prize', 'Literature', 'African Literature', 'Historical']"
32769,At the Mountains of Madness and Other Tales of Terror,H.P. Lovecraft,184,558,4.26,23348,345329457,9.78035E+12,English,"['Horror', 'Fiction', 'Fantasy', 'Short Stories', 'Classics', 'Science Fiction', 'Horror', 'Lovecraftian', 'Lovecraftian', 'Cthulhu Mythos', 'Fantasy', 'Weird Fiction', 'Literature']"
54283,When Hitler Stole Pink Rabbit,Judith Kerr,191,1324,3.99,17208,000713763X,9.78001E+12,English,"['Historical', 'Historical Fiction', 'Fiction', 'Childrens', 'Historical', 'World War II', 'Holocaust', 'War', 'War', 'World War II', 'Young Adult', 'Childrens', 'Middle Grade', 'Classics']"
13589152,The Hunters,John Flanagan,403,564,4.45,16944,399256210,9.7804E+12,English,"['Fantasy', 'Young Adult', 'Adventure', 'Fiction', 'Childrens', 'Middle Grade', 'Historical', 'Historical Fiction', 'Action', 'Historical', 'Medieval', 'Young Adult', 'Young Adult Fantasy', 'Childrens']"
13152194,Tiny Beautiful Things,Cheryl Strayed,354,7784,4.29,75837,030794932X,9.78031E+12,English,"['Nonfiction', 'Self Help', 'Autobiography', 'Memoir', 'Writing', 'Essays', 'Audiobook', 'Psychology', 'Self Help', 'Personal Development', 'Relationships', 'Adult', 'Biography']"
19571104,Rebirth,O.L. Ramos,323,23,4.42,113,,B00HG52LJK,English,[]
17332564,How to Love,Katie Cotugno,389,2352,3.69,17576,006221635X,9.78006E+12,English,"['Young Adult', 'Romance', 'Contemporary', 'New Adult', 'Realistic Fiction', 'Young Adult', 'Young Adult Contemporary', 'Fiction', 'Womens Fiction', 'Chick Lit', 'Audiobook', 'Romance', 'Contemporary Romance']"
17860739,S.,J.J. Abrams,456,3364,3.85,20402,316201642,9.78032E+12,English,"['Fiction', 'Mystery', 'Fantasy', 'Writing', 'Books About Books', 'Thriller', 'Contemporary', 'Romance', 'Thriller', 'Mystery Thriller', 'Adult', 'Novels']"
39863515,An Anonymous Girl,Greer Hendricks,375,14428,3.82,127081,1250133734,9.78125E+12,English,"['Thriller', 'Mystery', 'Fiction', 'Thriller', 'Mystery Thriller', 'Audiobook', 'Suspense', 'Adult', 'Thriller', 'Psychological Thriller', 'Contemporary', 'Adult Fiction']"
46201805,Stay with Me,Nicole Fiorina,359,1035,4.2,6526,1075969883,9.78108E+12,English,"['Romance', 'New Adult', 'Contemporary', 'Dark', 'Health', 'Mental Health', 'Academic', 'College', 'Romance', 'Contemporary Romance', 'Fiction', 'Mental Health', 'Mental Illness', 'Young Adult']"
25852828,A Little Life,Hanya Yanagihara,816,49147,4.33,323887,804172706,9.7808E+12,English,"['Fiction', 'Contemporary', 'LGBT', 'Literary Fiction', 'Adult', 'LGBT', 'Queer', 'Novels', 'Health', 'Mental Health', 'Audiobook', 'Adult Fiction']"
215541,The Reality Bug,D.J. MacHale,375,492,4.16,22900,743437349,9.78074E+12,English,"['Fantasy', 'Young Adult', 'Science Fiction', 'Fiction', 'Adventure', 'Childrens', 'Childrens', 'Middle Grade', 'Young Adult', 'Young Adult Fantasy', 'Young Adult', 'Teen', 'Science Fiction', 'Time Travel']"
19164,"The Divine Comedy of Dante Alighieri, Volume 2",Dante Alighieri,704,953,4.04,23590,195087453,9.7802E+12,Italian,"['Classics', 'Poetry', 'Fiction', 'Literature', 'Religion', 'European Literature', 'Italian Literature', 'Fantasy', 'Philosophy', 'Historical', 'Medieval', 'Cultural', 'Italy']"
16298,A Murder Is Announced,Agatha Christie,288,2978,4,56515,1579126294,9.78158E+12,English,"['Mystery', 'Fiction', 'Mystery', 'Crime', 'Classics', 'Thriller', 'Mystery Thriller', 'Mystery', 'Detective', 'European Literature', 'British Literature', 'Audiobook', 'Thriller', 'Mystery', 'Murder Mystery']"
10147914,Hunting Human,Amanda E. Alvarez,261,84,3.72,284,1426891431,9.78143E+12,English,"['Romance', 'Paranormal Romance', 'Shapeshifters', 'Werewolves', 'Fantasy', 'Paranormal', 'Paranormal', 'Shapeshifters', 'Romance', 'Animals', 'Wolves', 'Fantasy', 'Supernatural', 'Fantasy', 'Fiction', 'Fantasy', 'Mythology']"
3217221,"Locke & Key, Vol. 1",Joe Hill,168,5870,4.15,88863,1600102379,9.7816E+12,English,"['Sequential Art', 'Graphic Novels', 'Sequential Art', 'Comics', 'Horror', 'Fantasy', 'Fiction', 'Graphic Novels Comics', 'Mystery', 'Comics', 'Comic Book', 'Fantasy', 'Paranormal', 'Fantasy', 'Supernatural']"
194755,Esio Trot,Roald Dahl,80,2151,3.74,38370,224064924,9.78022E+12,English,"['Childrens', 'Fiction', 'Childrens', 'Middle Grade', 'Fantasy', 'Classics', 'Young Adult', 'Humor', 'Animals', 'Romance', 'Audiobook']"
4025275,War's Unwomanly Face,Svetlana Alexievich,247,3463,4.52,24086,5010004941,9.78501E+12,English,"['Nonfiction', 'History', 'War', 'Cultural', 'Russia', 'Feminism', 'War', 'World War II', 'Historical', 'Womens', 'Nobel Prize', 'Literature', 'Russian Literature']"
1231511,Dark River,Erin Hunter,322,511,4.29,19666,60892056,9.78006E+12,English,"['Fantasy', 'Animals', 'Childrens', 'Middle Grade', 'Fiction', 'Childrens', 'Young Adult', 'Animals', 'Cats', 'Adventure', 'Animals', 'Animal Fiction', 'Childrens', 'Juvenile']"
23127048,Air Awakens,Elise Kova,342,4014,4.01,37071,1932549935,9.78193E+12,English,"['Fantasy', 'Young Adult', 'Romance', 'Fantasy', 'Magic', 'Young Adult', 'Young Adult Fantasy', 'Fantasy', 'High Fantasy', 'Fiction', 'New Adult', 'Romance', 'Fantasy Romance', 'Fantasy', 'Paranormal']"
35295478,A Butler Christmas,Rahiem Brooks,278,15,4.61,33,1939665221,9.78194E+12,English,"['Holiday', 'Christmas']"
34928122,Artemis,Andy Weir,305,22884,3.68,209616,553448129,9.78055E+12,English,"['Science Fiction', 'Fiction', 'Audiobook', 'Space', 'Science Fiction Fantasy', 'Adult', 'Fantasy', 'Thriller', 'Adventure', 'Mystery', 'Crime']"
31700489,El laberinto de los espíritus,Carlos Ruiz Zafón,928,4723,4.51,37853,8408163388,9.78841E+12,Spanish,"['Fiction', 'Historical', 'Historical Fiction', 'Mystery', 'Cultural', 'Spain', 'Fantasy', 'Writing', 'Books About Books', 'Historical', 'European Literature', 'Spanish Literature', 'Magical Realism', 'Thriller']"
50520939,The Atlas Six,Olivie Blake,383,5726,4.02,27747,,B0831PC532,English,"['Fantasy', 'Fiction', 'Adult', 'LGBT', 'Mystery', 'Science Fiction', 'Young Adult', 'Fantasy', 'Magic', 'LGBT', 'Queer', 'New Adult']"
6159,Reservation Blues,Sherman Alexie,306,940,3.98,13105,802141900,9.7808E+12,English,"['Fiction', 'Magical Realism', 'Literature', 'Novels', 'Music', 'Literary Fiction', 'Contemporary', 'Literature', 'American', 'Adult', 'Adult Fiction']"
590125,The Empress's Tomb,Kirsten Miller,369,242,4.14,3086,1599900475,9.7816E+12,English,"['Young Adult', 'Mystery', 'Fiction', 'Adventure', 'Fantasy', 'Childrens', 'Middle Grade', 'Contemporary', 'Childrens', 'Action', 'Young Adult', 'Teen']"
1291211,Class A,Robert Muchamore,291,866,4.29,22290,340881542,9.78034E+12,English,"['Young Adult', 'Fiction', 'Adventure', 'Action', 'Spy Thriller', 'Espionage', 'Childrens', 'Mystery', 'Crime', 'Thriller', 'Young Adult', 'Teen', 'Mystery']"
10461,Desolation Angels,Jack Kerouac,432,368,3.93,10825,1573225053,9.78157E+12,English,"['Fiction', 'Classics', 'Literature', 'Novels', 'Literature', 'American', 'Literature', '20th Century', 'Travel', 'Contemporary', 'Literary Fiction', 'Anthologies', 'Collections']"
5092,Dark Tower Boxed Set,Stephen King,,96,4.51,5196,451211243,9.78045E+12,English,"['Fantasy', 'Fiction', 'Horror', 'Science Fiction', 'Thriller', 'Fantasy', 'Epic Fantasy', 'Romance', 'Westerns', 'Anthologies', 'Collections', 'Apocalyptic', 'Post Apocalyptic']"
8966,Allies of the Night,Darren Shan,209,506,4.19,24680,316106534,9.78032E+12,English,"['Fantasy', 'Young Adult', 'Horror', 'Paranormal', 'Vampires', 'Fiction', 'Fantasy', 'Paranormal', 'Fantasy', 'Supernatural', 'Adventure', 'Fantasy', 'Urban Fantasy', 'Childrens', 'Middle Grade']"
6435893,I Kill Giants,Joe Kelly,184,1696,4.15,15981,1607060922,9.78161E+12,English,"['Sequential Art', 'Graphic Novels', 'Sequential Art', 'Comics', 'Fantasy', 'Fiction', 'Young Adult', 'Graphic Novels Comics', 'Comics', 'Comic Book', 'Young Adult', 'Coming Of Age', 'Comics Manga', 'Sequential Art']"
12393909,Revealing Eden,Victoria Foyt,307,366,2.05,928,983650322,9.78098E+12,English,"['Young Adult', 'Science Fiction', 'Dystopia', 'Science Fiction', 'Romance', 'Fantasy', 'Apocalyptic', 'Post Apocalyptic', 'Fiction', 'Young Adult', 'Teen', 'Science Fiction', 'Apocalyptic', 'Pseudoscience', 'Bad Science']"
373606,Ain't She Sweet?,Susan Elizabeth Phillips,464,1439,4.08,22912,749935081,9.78075E+12,English,"['Romance', 'Romance', 'Contemporary Romance', 'Contemporary', 'Womens Fiction', 'Chick Lit', 'Fiction', 'Humor', 'Adult', 'Audiobook', 'American', 'Southern', 'Adult Fiction']"
15993374,Charade,Nyrae Dawn,345,2017,3.97,37280,,2.94002E+12,English,"['New Adult', 'Romance', 'Contemporary', 'Academic', 'College', 'Romance', 'Contemporary Romance', 'Young Adult', 'Womens Fiction', 'Chick Lit', 'Drama', 'Realistic Fiction', 'Fiction']"
11665750,At Peace,Kristen Ashley,660,2082,4.47,28559,,,English,"['Romance', 'Romance', 'Contemporary Romance', 'Contemporary', 'Romance', 'Romantic Suspense', 'Suspense', 'Adult', 'Mystery', 'Adult Fiction', 'Erotica', 'Fiction', 'Womens Fiction', 'Chick Lit']"
20257391,Knight in Shining Suit,Jerilee Kaye,,365,4.34,3640,,,English,"['Romance', 'Contemporary', 'Romance', 'Contemporary Romance', 'Womens Fiction', 'Chick Lit', 'Adult', 'Young Adult', 'Fiction', 'New Adult', 'Drama', 'Currency', 'Money']"
25769260,Demented,Anna Gallegos,174,16,4.65,72,,B00ZVCFQAG,English,['Horror']
41020406,The Black Flamingo,Dean Atta,360,4716,4.41,22243,144494858X,9.78144E+12,English,"['Poetry', 'LGBT', 'Young Adult', 'Contemporary', 'LGBT', 'Queer', 'Fiction', 'Audiobook', 'Young Adult', 'Coming Of Age', 'Young Adult', 'Young Adult Contemporary', 'Realistic Fiction']"
56925511,All The Young Dudes - Volume One,MsKingBean89,411,862,4.74,7805,,,English,"['Fantasy', 'LGBT', 'Fan Fiction', 'Romance', 'LGBT', 'Queer', 'Young Adult', 'LGBT', 'Gay', 'Fantasy', 'Magic', 'Fiction', 'Historical']"
30331,In the Forests of the Night,Amelia Atwater-Rhodes,147,575,3.88,14390,440228166,9.78044E+12,English,"['Young Adult', 'Fantasy', 'Paranormal', 'Vampires', 'Fantasy', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Fiction', 'Fantasy', 'Supernatural', 'Horror', 'Young Adult', 'Teen', 'Romance']"
759910,Oleanna,David Mamet,80,354,3.6,9045,067974536X,9.78068E+12,English,"['Plays', 'Drama', 'Plays', 'Theatre', 'Fiction', 'Literature', 'American', 'Literature', '20th Century', 'Classics', 'Academic', 'School', 'The United States Of America', 'Contemporary']"
9452244,The Baby Killers,Jay Lake,68,2,4.28,29,,9.78185E+12,English,"['Science Fiction', 'Steampunk', 'Fiction', 'Fantasy']"
6219656,The Lottery,Shirley Jackson,30,3860,4.08,68461,1563127873,9.78156E+12,English,"['Short Stories', 'Classics', 'Horror', 'Fiction', 'Science Fiction', 'Dystopia', 'Academic', 'School', 'Academic', 'Read For School', 'Science Fiction', 'Literature', 'Adult']"
20986629,Conduit,Angie Martin,354,139,3.96,501,,,English,"['Mystery', 'Thriller', 'Fiction', 'Suspense', 'Thriller', 'Mystery Thriller', 'Fantasy', 'Paranormal', 'Fantasy', 'Business', 'Amazon', 'Romance', 'Horror']"
25893582,Tell Me Three Things,Julie Buxbaum,328,8374,4.07,63437,553535641,9.78055E+12,English,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Young Adult', 'Young Adult Contemporary', 'Audiobook', 'Young Adult', 'High School', 'Young Adult', 'Young Adult Romance', 'Romance', 'Contemporary Romance']"
41839602,Still Me,Jojo Moyes,469,13816,4.13,172499,039956246X,9.7804E+12,English,"['Fiction', 'Romance', 'Womens Fiction', 'Chick Lit', 'Contemporary', 'Audiobook', 'Adult', 'Adult Fiction', 'New York', 'Novels', 'Romance', 'Contemporary Romance']"
45021686,The Devil's Deceptions,Ginger Baum,50,12,4.9,182,,B07QJ83Y1B,English,['Philosophy']
43923951,Such a Fun Age,Kiley Reid,310,32128,3.84,383833,,,English,"['Fiction', 'Contemporary', 'Audiobook', 'Adult', 'Race', 'Adult Fiction', 'Literary Fiction', 'Novels', 'Book Club', 'Realistic Fiction']"
56925545,All The Young Dudes - Volume Two,MsKingBean89,591,596,4.85,5850,,,English,"['Fantasy', 'LGBT', 'Fan Fiction', 'LGBT', 'Queer', 'Romance', 'Young Adult', 'Fantasy', 'Magic', 'Historical', 'LGBT', 'Gay', 'Fiction']"
52258,The Price of Salt,Patricia Highsmith,292,4741,4,53913,393325997,9.78039E+12,English,"['Fiction', 'LGBT', 'Romance', 'Classics', 'LGBT', 'Queer', 'LGBT', 'Lesbian', 'Historical', 'Historical Fiction', 'Audiobook', 'Adult', 'Novels']"
35458,Revenge of the Sith,Matthew Woodring Stover,418,1106,4.19,15609,345428838,9.78035E+12,English,"['Media Tie In', 'Star Wars', 'Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Adventure', 'Space', 'Space Opera', 'Novels', 'Audiobook', 'Media Tie In']"
4979,A Man Without a Country,Kurt Vonnegut Jr.,160,2778,4.07,41994,081297736X,9.78081E+12,English,"['Nonfiction', 'Writing', 'Essays', 'Autobiography', 'Memoir', 'Humor', 'Classics', 'Biography', 'Politics', 'Literature', 'American', 'Literature', 'Biography Memoir']"
1194366,The True Meaning of Smekday,Adam Rex,426,1741,4.1,9074,786849002,9.78079E+12,English,"['Science Fiction', 'Young Adult', 'Childrens', 'Middle Grade', 'Humor', 'Fiction', 'Fantasy', 'Childrens', 'Adventure', 'Science Fiction', 'Aliens', 'Audiobook']"
31101,Mr. Maybe,Jane Green,368,976,3.47,91104,767905202,9.78077E+12,English,"['Womens Fiction', 'Chick Lit', 'Fiction', 'Romance', 'Contemporary', 'Romance', 'Contemporary Romance', 'Adult', 'Adult Fiction', 'Humor', 'European Literature', 'British Literature', 'Womens Fiction']"
7443012,Mid Ocean,T. Rafael Cimino,422,27,3.83,998,615305733,9.78062E+12,English,"['Fiction', 'Thriller', 'Mystery Thriller']"
7785194,The Moral Landscape,Sam Harris,291,1216,3.91,21578,1439171211,9.78144E+12,English,"['Philosophy', 'Science', 'Nonfiction', 'Religion', 'Psychology', 'Religion', 'Atheism', 'Biology', 'Neuroscience', 'Sociology', 'Audiobook', 'Politics']"
1060562,Poison,Chris Wooding,288,478,4,6017,439755700,9.78044E+12,English,"['Fantasy', 'Young Adult', 'Fiction', 'Adventure', 'Paranormal', 'Fairies', 'Horror', 'Fantasy', 'Paranormal', 'Fairies', 'Fae', 'Fantasy', 'Magic', 'Young Adult', 'Teen']"
112756,To Tame a Highland Warrior,Karen Marie Moning,366,1343,4.13,32714,440242177,9.78044E+12,English,"['Romance', 'Romance', 'Historical Romance', 'Romance', 'Paranormal Romance', 'Fantasy', 'Paranormal', 'Fantasy', 'Historical', 'Science Fiction', 'Time Travel', 'Historical', 'Historical Fiction', 'Adult', 'Fiction']"
590348,This is All,Aidan Chambers,816,240,4.31,2206,810970600,9.78081E+12,English,"['Young Adult', 'Fiction', 'Romance', 'Contemporary', 'Realistic Fiction', 'Young Adult', 'Coming Of Age', 'Young Adult', 'Young Adult Contemporary', 'Poetry', 'Young Adult', 'Teen', 'Unfinished']"
13139100,A Bite's Tale,Veronica Blade,155,98,3.75,403,,9.78098E+12,English,"['Fantasy', 'Paranormal', 'Vampires', 'Young Adult', 'Shapeshifters', 'Werewolves', 'Romance', 'Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Fantasy', 'Fairy Tales', 'Paranormal', 'Shapeshifters', 'Fiction']"
13452375,Legion,Brandon Sanderson,88,3095,4.14,36938,1596064854,9.7816E+12,English,"['Fantasy', 'Science Fiction', 'Fiction', 'Mystery', 'Fantasy', 'Urban Fantasy', 'Audiobook', 'Novella', 'Short Stories', 'Adult', 'Thriller']"
