Book_ID,Title,Authors,Total_Pages,No. of Reviews,Average_Rating,No. of Ratings,ISBN,ISBN13,Language,Genres
23919,The Complete Stories and Poems,Edgar Allan Poe,821,1967,4.37,232866,385074077,9.78E+12,English,"['Classics', 'Poetry', 'Horror', 'Fiction', 'Short Stories', 'Mystery', 'Gothic', 'Literature', 'Fantasy', 'Literature', 'American']"
43763,Interview with the Vampire,Anne Rice,346,11850,4.01,525027,345476875,9.78E+12,English,"['Horror', 'Fantasy', 'Fiction', 'Paranormal', 'Vampires', 'Fantasy', 'Paranormal', 'Classics', 'Fantasy', 'Supernatural', 'Gothic', 'Fantasy', 'Urban Fantasy', 'Historical', 'Historical Fiction']"
4473,A Prayer for Owen Meany,John Irving,637,14819,4.23,299866,552135399,9.78E+12,English,"['Fiction', 'Classics', 'Contemporary', 'Literature', 'Literary Fiction', 'Novels', 'Historical', 'Historical Fiction', 'Young Adult', 'Coming Of Age', 'Adult Fiction', 'Literature', 'American']"
6,Harry Potter and the Goblet of Fire,J.K. Rowling,734,54900,4.57,2999284,,,English,"['Fantasy', 'Young Adult', 'Fiction', 'Fantasy', 'Magic', 'Childrens', 'Adventure', 'Childrens', 'Middle Grade', 'Audiobook', 'Classics', 'Science Fiction Fantasy']"
153747,"Moby-Dick or, the Whale",Herman Melville,654,18054,3.52,509021,142437247,9.78E+12,English,"['Classics', 'Fiction', 'Literature', 'Adventure', 'Novels', 'Historical', 'Historical Fiction', 'Literature', 'American', 'Literature', '19th Century', 'Classics', 'Classic Literature', 'Audiobook']"
1,Harry Potter and the Half-Blood Prince,J.K. Rowling,652,46239,4.57,2785951,,,English,"['Fantasy', 'Young Adult', 'Fiction', 'Fantasy', 'Magic', 'Childrens', 'Adventure', 'Audiobook', 'Childrens', 'Middle Grade', 'Classics', 'Science Fiction Fantasy']"
7171637,Clockwork Angel,Cassandra Clare,479,36331,4.31,755143,1416975861,9.78E+12,English,"['Fantasy', 'Young Adult', 'Romance', 'Fantasy', 'Paranormal', 'Science Fiction', 'Steampunk', 'Historical', 'Historical Fiction', 'Fiction', 'Fantasy', 'Urban Fantasy', 'Paranormal', 'Vampires', 'Historical']"
4989,The Red Tent,Anita Diamant,324,20213,4.19,554009,312353766,9.78E+12,English,"['Historical', 'Historical Fiction', 'Fiction', 'Historical', 'Religion', 'Book Club', 'Feminism', 'Adult', 'Adult Fiction', 'Womens', 'Novels']"
37435,The Secret Life of Bees,Sue Monk Kidd,302,32285,4.07,1193029,142001740,9.78E+12,English,"['Fiction', 'Historical', 'Historical Fiction', 'Young Adult', 'Classics', 'Historical', 'Adult Fiction', 'Contemporary', 'Young Adult', 'Coming Of Age', 'Adult', 'Novels']"
16299,And Then There Were None,Agatha Christie,264,44365,4.27,1026976,312330871,9.78E+12,English,"['Mystery', 'Classics', 'Fiction', 'Mystery', 'Crime', 'Thriller', 'Thriller', 'Mystery Thriller', 'Audiobook', 'Adult', 'Suspense', 'Novels']"
49552,The Stranger,Albert Camus,123,29825,4,832151,,,English,"['Classics', 'Fiction', 'Philosophy', 'Cultural', 'France', 'Literature', 'Novels', 'European Literature', 'French Literature', 'Academic', 'School', 'Literary Fiction', 'Literature', '20th Century']"
186074,The Name of the Wind,Patrick Rothfuss,662,46867,4.52,815083,075640407X,9.78E+12,English,"['Fantasy', 'Fiction', 'Fantasy', 'Epic Fantasy', 'Fantasy', 'High Fantasy', 'Fantasy', 'Magic', 'Science Fiction Fantasy', 'Adult', 'Adventure', 'Audiobook', 'Epic']"
11588,The Shining,Stephen King,659,29984,4.25,1271325,450040186,9.78E+12,English,"['Horror', 'Fiction', 'Thriller', 'Classics', 'Fantasy', 'Mystery', 'Fantasy', 'Paranormal', 'Suspense', 'Adult', 'Fantasy', 'Supernatural']"
117833,The Master and Margarita,Mikhail Bulgakov,372,14453,4.3,281417,679760806,9.78E+12,English,"['Classics', 'Fiction', 'Cultural', 'Russia', 'Fantasy', 'Literature', 'Russian Literature', 'Magical Realism', 'Literature', 'Novels', 'Historical', 'Historical Fiction', 'Literature', '20th Century']"
2187,Middlesex,Jeffrey Eugenides,529,24229,4.02,608749,312422156,9.78E+12,English,"['Fiction', 'Historical', 'Historical Fiction', 'Contemporary', 'LGBT', 'Literary Fiction', 'Novels', 'Classics', 'LGBT', 'Queer', 'Literature', 'Adult']"
15881,Harry Potter and the Chamber of Secrets,J.K. Rowling,341,62798,4.43,3204974,,,English,"['Fantasy', 'Fiction', 'Young Adult', 'Fantasy', 'Magic', 'Childrens', 'Childrens', 'Middle Grade', 'Audiobook', 'Adventure', 'Classics', 'Science Fiction Fantasy']"
36576608,Flowers for Algernon,Daniel Keyes,216,23392,4.17,549702,,,English,"['Fiction', 'Classics', 'Science Fiction', 'Young Adult', 'Literature', 'Psychology', 'Academic', 'School', 'Novels', 'Adult', 'Academic', 'Read For School']"
113436,Eragon,Christopher Paolini,503,23999,3.92,1577168,375826696,9.78E+12,English,"['Fantasy', 'Young Adult', 'Fiction', 'Fantasy', 'Dragons', 'Adventure', 'Fantasy', 'Magic', 'Fantasy', 'High Fantasy', 'Young Adult', 'Young Adult Fantasy', 'Science Fiction Fantasy', 'Childrens']"
24583,The Adventures of Tom Sawyer,Mark Twain,244,11510,3.92,835017,143039563,9.78E+12,English,"['Classics', 'Fiction', 'Adventure', 'Young Adult', 'Historical', 'Historical Fiction', 'Literature', 'Childrens', 'Academic', 'School', 'Novels', 'Literature', 'American']"
485894,The Metamorphosis,Franz Kafka,201,23502,3.84,777102,,,English,"['Classics', 'Fiction', 'Fantasy', 'Literature', 'Philosophy', 'Short Stories', 'Academic', 'School', 'European Literature', 'German Literature', 'Horror', 'Novels']"
6310,Charlie and the Chocolate Factory,Roald Dahl,176,13637,4.15,749699,142403881,9.78E+12,English,"['Childrens', 'Fiction', 'Fantasy', 'Classics', 'Young Adult', 'Childrens', 'Middle Grade', 'Humor', 'Adventure', 'Childrens', 'Juvenile', 'Novels']"
99561,Looking for Alaska,John Green,221,63170,3.99,1317640,,,English,"['Young Adult', 'Fiction', 'Contemporary', 'Romance', 'Realistic Fiction', 'Young Adult', 'Coming Of Age', 'Young Adult', 'Teen', 'Mystery', 'Young Adult', 'Young Adult Contemporary', 'Young Adult', 'High School']"
1618,The Curious Incident of the Dog in the Night-Time,Mark Haddon,226,48344,3.89,1322444,1400032717,9.78E+12,English,"['Fiction', 'Mystery', 'Young Adult', 'Contemporary', 'Classics', 'Neurodiversity', 'Autistic Spectrum Disorder', 'Novels', 'Psychology', 'Literature', 'Academic', 'School']"
4948,The Very Hungry Caterpillar,Eric Carle,26,8905,4.3,446552,241003008,9.78E+12,English,"['Childrens', 'Picture Books', 'Childrens', 'Fiction', 'Classics', 'Animals', 'Food and Drink', 'Food', 'Number', 'Counting', 'Childrens', 'Storytime', 'Kids', 'Science', 'Mathematics']"
70401,On the Road,Jack Kerouac,307,16553,3.62,373936,140042598,9.78E+12,English,"['Classics', 'Fiction', 'Travel', 'Literature', 'Novels', 'Literature', 'American', 'Adventure', 'Classics', 'Modern Classics', 'Literature', '20th Century', 'Unfinished']"
1232,The Shadow of the Wind,Carlos Ruiz Zafón,487,41865,4.28,537272,,,English,"['Fiction', 'Historical', 'Historical Fiction', 'Mystery', 'Fantasy', 'Writing', 'Books About Books', 'Historical', 'Cultural', 'Spain', 'Magical Realism', 'European Literature', 'Spanish Literature', 'Gothic']"
6900,Tuesdays with Morrie,Mitch Albom,210,30402,4.13,873491,,,English,"['Nonfiction', 'Autobiography', 'Memoir', 'Biography', 'Inspirational', 'Classics', 'Philosophy', 'Self Help', 'Contemporary', 'Adult', 'Biography Memoir']"
9717,The Unbearable Lightness of Being,Milan Kundera,320,18256,4.11,387486,571224385,9.78E+12,English,"['Fiction', 'Classics', 'Philosophy', 'Literature', 'Novels', 'European Literature', 'Czech Literature', 'Romance', 'Contemporary', 'Literary Fiction', 'Literature', '20th Century']"
119073,The Name of the Rose,Umberto Eco,536,10392,4.13,328216,156001314,9.78E+12,English,"['Fiction', 'Historical', 'Historical Fiction', 'Mystery', 'Classics', 'Historical', 'Literature', 'Mystery', 'Crime', 'European Literature', 'Italian Literature', 'Cultural', 'Italy', 'Novels']"
10365,Where the Red Fern Grows,Wilson Rawls,272,12214,4.09,370286,375806814,9.78E+12,English,"['Classics', 'Fiction', 'Young Adult', 'Childrens', 'Historical', 'Historical Fiction', 'Childrens', 'Middle Grade', 'Animals', 'Academic', 'School', 'Realistic Fiction', 'Academic', 'Read For School']"
22034,The Godfather,Mario Puzo,448,10036,4.37,371178,,,English,"['Fiction', 'Classics', 'Mystery', 'Crime', 'Thriller', 'Historical', 'Historical Fiction', 'Mystery', 'Novels', 'Drama', 'Literature', 'Literature', 'American']"
7126,The Count of Monte Cristo,Alexandre Dumas,1276,25022,4.27,814093,140449264,9.78E+12,English,"['Classics', 'Fiction', 'Historical', 'Historical Fiction', 'Adventure', 'Literature', 'Historical', 'Cultural', 'France', 'Classics', 'Classic Literature', 'Novels', 'Romance']"
12296,The Scarlet Letter,Nathaniel Hawthorne,279,16478,3.42,772472,142437263,9.78E+12,English,"['Classics', 'Fiction', 'Historical', 'Historical Fiction', 'Academic', 'School', 'Literature', 'Young Adult', 'High School', 'Academic', 'Read For School', 'Historical', 'Classics', 'Classic Literature', 'Novels']"
4556058,The Last Olympian,Rick Riordan,381,28693,4.52,793967,1423101472,9.78E+12,English,"['Fantasy', 'Young Adult', 'Fantasy', 'Mythology', 'Fiction', 'Childrens', 'Middle Grade', 'Adventure', 'Mythology', 'Greek Mythology', 'Childrens', 'Fantasy', 'Urban Fantasy', 'Fantasy', 'Magic']"
168642,In Cold Blood,Truman Capote,343,19172,4.07,584644,679745580,9.78E+12,English,"['Nonfiction', 'Classics', 'Crime', 'True Crime', 'Mystery', 'Crime', 'Mystery', 'History', 'Thriller', 'Literature', 'Audiobook', 'Literature', 'American']"
100915,"The Lion, the Witch and the Wardrobe",C.S. Lewis,206,26062,4.23,2407942,,,English,"['Fantasy', 'Classics', 'Fiction', 'Young Adult', 'Childrens', 'Childrens', 'Middle Grade', 'Adventure', 'Christian', 'Fantasy', 'Magic', 'Christian Fiction']"
5907,"The Hobbit, or There and Back Again",J.R.R. Tolkien,366,55808,4.28,3301693,,,English,"['Fantasy', 'Classics', 'Fiction', 'Adventure', 'Young Adult', 'Science Fiction Fantasy', 'Fantasy', 'High Fantasy', 'Childrens', 'Fantasy', 'Epic Fantasy', 'Novels']"
830502,It,Stephen King,1116,29402,4.25,926450,450411435,9.78E+12,English,"['Horror', 'Fiction', 'Thriller', 'Fantasy', 'Audiobook', 'Classics', 'Mystery', 'Adult', 'Fantasy', 'Paranormal', 'Fantasy', 'Supernatural']"
3431,The Five People You Meet in Heaven,Mitch Albom,196,23121,3.96,632924,,,English,"['Fiction', 'Inspirational', 'Contemporary', 'Fantasy', 'Classics', 'Adult', 'Spirituality', 'Adult Fiction', 'Philosophy', 'Novels']"
36236124,Fight Club,Chuck Palahniuk,224,16554,4.19,533231,393355942,9.78E+12,English,"['Fiction', 'Classics', 'Contemporary', 'Thriller', 'Novels', 'Mystery', 'Adult', 'Literature', 'Literature', 'American', 'Adult Fiction']"
38709,Holes,Louis Sachar,233,22638,3.98,1072374,439244196,9.78E+12,English,"['Young Adult', 'Fiction', 'Childrens', 'Childrens', 'Middle Grade', 'Classics', 'Realistic Fiction', 'Mystery', 'Academic', 'School', 'Adventure', 'Contemporary']"
6339664,"Hush, Hush",Becca Fitzpatrick,391,26984,3.94,643093,1416989412,9.78E+12,English,"['Young Adult', 'Fantasy', 'Romance', 'Fantasy', 'Paranormal', 'Paranormal', 'Angels', 'Romance', 'Paranormal Romance', 'Fiction', 'Fantasy', 'Supernatural', 'Fantasy', 'Urban Fantasy', 'Young Adult', 'Young Adult Fantasy']"
343,Perfume,Patrick Süskind,263,17396,4.03,383532,140120831,9.78E+12,English,"['Fiction', 'Classics', 'Historical', 'Historical Fiction', 'Horror', 'Mystery', 'Thriller', 'Mystery', 'Crime', 'Historical', 'European Literature', 'German Literature', 'Novels']"
233093,The Cat in the Hat,Dr. Seuss,61,6387,4.17,483982,039480001X,9.78E+12,English,"['Childrens', 'Childrens', 'Picture Books', 'Classics', 'Fiction', 'Poetry', 'Fantasy', 'Humor', 'Animals', 'Kids', 'Animals', 'Cats']"
30165203,American Gods,Neil Gaiman,635,41771,4.11,831491,,,English,"['Fantasy', 'Fiction', 'Fantasy', 'Urban Fantasy', 'Fantasy', 'Mythology', 'Audiobook', 'Science Fiction', 'Science Fiction Fantasy', 'Adult', 'Contemporary', 'Horror']"
256008,Lonesome Dove,Larry McMurtry,960,8921,4.49,165212,067168390X,9.78E+12,English,"['Fiction', 'Historical', 'Historical Fiction', 'Westerns', 'Classics', 'Historical', 'Adventure', 'Novels', 'Literature', 'Audiobook', 'Literature', 'American']"
472331,Watchmen,Alan Moore,416,15432,4.37,515955,930289234,9.78E+12,English,"['Sequential Art', 'Graphic Novels', 'Sequential Art', 'Comics', 'Fiction', 'Science Fiction', 'Fantasy', 'Graphic Novels Comics', 'Comics', 'Comic Book', 'Classics', 'Comics', 'Superheroes', 'Science Fiction', 'Dystopia']"
6656,The Divine Comedy,Dante Alighieri,798,4638,4.06,133315,679433139,9.78E+12,English,"['Classics', 'Poetry', 'Fiction', 'Literature', 'Philosophy', 'Religion', 'Fantasy', 'European Literature', 'Italian Literature', 'Cultural', 'Italy', 'Classics', 'Classic Literature']"
58572970,The Addiction Manifesto,Jerry Weaver,178,35,4.97,1019,1638377634,9.78E+12,English,"['Nonfiction', 'Self Help']"
114345,The Little House Collection,Laura Ingalls Wilder,2700,2328,4.34,147473,60529962,9.78E+12,English,"['Classics', 'Historical', 'Historical Fiction', 'Childrens', 'Fiction', 'Young Adult', 'Historical', 'Childrens', 'Middle Grade', 'Childrens', 'Juvenile', 'Literature', 'Kids']"
355697,All Quiet on the Western Front,Erich Maria Remarque,296,12278,4.01,387159,449213943,9.78E+12,English,"['Classics', 'Fiction', 'Historical', 'Historical Fiction', 'War', 'Historical', 'Literature', 'European Literature', 'German Literature', 'Academic', 'School', 'War', 'World War I', 'Novels']"
34268,Peter Pan,J.M. Barrie,176,13059,4.04,310059,805072454,9.78E+12,English,"['Classics', 'Fantasy', 'Fiction', 'Childrens', 'Adventure', 'Young Adult', 'Childrens', 'Middle Grade', 'Audiobook', 'Fantasy', 'Fairy Tales', 'Literature']"
9712,Love in the Time of Cholera,Gabriel García Márquez,348,23141,3.93,452396,140003468X,9.78E+12,English,"['Fiction', 'Classics', 'Historical', 'Historical Fiction', 'Romance', 'Magical Realism', 'Literature', 'Novels', 'European Literature', 'Spanish Literature', 'Literary Fiction', 'Historical']"
11735983,Insurgent,Veronica Roth,525,60426,4,1315739,7442912,9.78E+12,English,"['Young Adult', 'Science Fiction', 'Dystopia', 'Fiction', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure', 'Young Adult', 'Teen', 'Apocalyptic', 'Post Apocalyptic', 'Audiobook']"
35545737,A Walk to Remember,Nicholas Sparks,215,14282,4.19,738804,,,English,"['Romance', 'Fiction', 'Womens Fiction', 'Chick Lit', 'Contemporary', 'Young Adult', 'Adult', 'Romance', 'Contemporary Romance', 'Adult Fiction', 'Drama', 'Love']"
1423,The Compleat Works of Wllm Shkspr,Adam Long,137,135,4.46,8586,1557831572,9.78E+12,English,"['Plays', 'Classics', 'Humor', 'Fiction', 'Drama', 'Plays', 'Theatre', 'Humor', 'Comedy', 'Poetry', 'Literature', 'Adult']"
3412,The Thorn Birds,Colleen McCullough,692,6704,4.23,331674,,,English,"['Fiction', 'Historical', 'Historical Fiction', 'Romance', 'Classics', 'Cultural', 'Australia', 'Historical', 'Romance', 'Historical Romance', 'Novels', 'Drama', 'Adult']"
2802316,Shadow Kiss,Richelle Mead,443,11977,4.33,346510,1595141979,9.78E+12,English,"['Young Adult', 'Paranormal', 'Vampires', 'Fantasy', 'Fantasy', 'Paranormal', 'Romance', 'Fantasy', 'Urban Fantasy', 'Romance', 'Paranormal Romance', 'Fantasy', 'Supernatural', 'Fiction', 'Fantasy', 'Magic']"
12067,Good Omens,Terry Pratchett,491,31436,4.24,621715,,,English,"['Fantasy', 'Fiction', 'Humor', 'Fantasy', 'Urban Fantasy', 'Humor', 'Comedy', 'Audiobook', 'Science Fiction Fantasy', 'Adult', 'Science Fiction', 'Fantasy', 'Supernatural']"
113946,How the Grinch Stole Christmas!,Dr. Seuss,64,3845,4.36,370620,7173040,9.78E+12,English,"['Childrens', 'Childrens', 'Picture Books', 'Holiday', 'Christmas', 'Classics', 'Fiction', 'Poetry', 'Fantasy', 'Holiday', 'Humor', 'Kids']"
37415,Their Eyes Were Watching God,Zora Neale Hurston,219,16314,3.96,296222,61120065,9.78E+12,English,"['Classics', 'Fiction', 'Historical', 'Historical Fiction', 'Academic', 'School', 'Cultural', 'African American', 'Literature', 'Feminism', 'Novels', 'Academic', 'Read For School', 'Historical']"
92303,The Importance of Being Earnest,Oscar Wilde,76,10826,4.18,329878,158049580X,9.78E+12,English,"['Classics', 'Plays', 'Fiction', 'Drama', 'Humor', 'Literature', 'Plays', 'Theatre', 'Academic', 'School', 'Humor', 'Comedy', 'Romance']"
13,The Ultimate Hitchhiker's Guide to the Galaxy,Douglas Adams,815,5697,4.37,304055,345453743,9.78E+12,English,"['Science Fiction', 'Fiction', 'Humor', 'Fantasy', 'Classics', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Novels', 'Adventure', 'European Literature', 'British Literature']"
19501,"Eat, Pray, Love",Elizabeth Gilbert,368,55548,3.59,1599350,143038419,9.78E+12,English,"['Nonfiction', 'Autobiography', 'Memoir', 'Travel', 'Biography', 'Womens Fiction', 'Chick Lit', 'Romance', 'Spirituality', 'Biography Memoir', 'Contemporary', 'Biography', 'Autobiography']"
6867,Atonement,Ian McEwan,351,18910,3.92,474482,038572179X,9.78E+12,English,"['Fiction', 'Historical', 'Historical Fiction', 'Classics', 'Romance', 'Historical', 'War', 'Literary Fiction', 'Contemporary', 'Literature', 'Novels']"
236093,The Wonderful Wizard of Oz,L. Frank Baum,154,14410,3.99,408384,140621679,9.78E+12,English,"['Classics', 'Fantasy', 'Fiction', 'Childrens', 'Young Adult', 'Adventure', 'Childrens', 'Middle Grade', 'Audiobook', 'Literature', 'Fantasy', 'Magic']"
7190,The Three Musketeers,Alexandre Dumas,625,7760,4.08,293933,,,English,"['Classics', 'Fiction', 'Historical', 'Historical Fiction', 'Adventure', 'Cultural', 'France', 'Literature', 'Historical', 'European Literature', 'French Literature', 'Classics', 'Classic Literature', 'Novels']"
18335634,Clockwork Princess,Cassandra Clare,567,34628,4.56,395181,1406321346,9.78E+12,English,"['Fantasy', 'Young Adult', 'Romance', 'Fantasy', 'Paranormal', 'Historical', 'Historical Fiction', 'Science Fiction', 'Steampunk', 'Fantasy', 'Urban Fantasy', 'Fiction', 'Paranormal', 'Angels', 'Historical']"
2120932,The Battle of the Labyrinth,Rick Riordan,361,23935,4.4,868275,,,English,"['Fantasy', 'Young Adult', 'Fantasy', 'Mythology', 'Fiction', 'Childrens', 'Middle Grade', 'Adventure', 'Mythology', 'Greek Mythology', 'Childrens', 'Fantasy', 'Urban Fantasy', 'Fantasy', 'Magic']"
2282133,Frostbite,Richelle Mead,327,12085,4.26,332915,,,English,"['Young Adult', 'Fantasy', 'Paranormal', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Fantasy', 'Urban Fantasy', 'Romance', 'Paranormal Romance', 'Fantasy', 'Supernatural', 'Fiction', 'Fantasy', 'Magic']"
32929,Goodnight Moon,Margaret Wise Brown,32,6397,4.29,337672,60775858,9.78E+12,English,"['Childrens', 'Childrens', 'Picture Books', 'Classics', 'Fiction', 'Poetry', 'Kids', 'Animals', 'Childrens', 'Juvenile', 'Young Adult', 'Childrens', 'Storytime']"
7784,The Lorax,Dr. Seuss,72,4522,4.33,313720,679889108,9.78E+12,English,"['Childrens', 'Childrens', 'Picture Books', 'Fiction', 'Classics', 'Poetry', 'Fantasy', 'Environment', 'Kids', 'Young Adult', 'Childrens', 'Juvenile']"
561456,The Titan's Curse,Rick Riordan,320,26158,4.35,821744,141382899,9.78E+12,English,"['Fantasy', 'Young Adult', 'Fantasy', 'Mythology', 'Fiction', 'Childrens', 'Middle Grade', 'Adventure', 'Mythology', 'Greek Mythology', 'Childrens', 'Fantasy', 'Urban Fantasy', 'Fantasy', 'Magic']"
1622,A Midsummer Night's Dream,William Shakespeare,240,9427,3.95,483319,743477545,9.78E+12,English,"['Classics', 'Plays', 'Fiction', 'Drama', 'Fantasy', 'Academic', 'School', 'Romance', 'Plays', 'Theatre', 'Literature', 'Poetry']"
28186,The Sea of Monsters,Rick Riordan,279,33051,4.24,901545,786856866,9.78E+12,English,"['Fantasy', 'Young Adult', 'Fantasy', 'Mythology', 'Fiction', 'Childrens', 'Middle Grade', 'Adventure', 'Childrens', 'Mythology', 'Greek Mythology', 'Fantasy', 'Urban Fantasy', 'Fantasy', 'Magic']"
